lines,tokens,occurrences
15,270,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,486,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
16,266,2,180,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,285,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
14,252,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,487,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
14,234,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
14,234,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,234,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,488,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,228,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,287,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,228,2,182,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,222,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,287,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,222,2,182,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,216,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,287,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
13,216,2,182,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,216,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,489,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,210,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,288,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,210,2,183,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,204,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,288,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,204,2,183,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,198,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,288,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
12,198,2,183,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,198,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,490,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,192,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,289,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,192,2,184,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,186,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,289,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,186,2,184,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,180,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,289,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
11,180,2,184,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,180,2,471,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,491,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
15,180,2,541,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,556,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,180,2,674,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,746,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,174,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,290,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,174,2,185,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,168,2,181,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,290,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
10,168,2,185,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,286,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
14,168,2,541,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java,557,C:\Users\funisher\Desktop\mhxanikh\INFO_KIOSKS\src\Application.java
